Pai?,cod uf,ano,Mês,Chegadas
Hungary,16,2016,october,100
Ireland,16,2016,october,255
Italy,16,2016,october,1246
Latvia,16,2016,october,18
Lithuania,16,2016,october,59
Luxembourg,16,2016,october,14
Norway,16,2016,october,111
Poland,16,2016,october,317
Portugal,16,2016,october,152
United Kingdom,16,2016,october,1934
Czech Republic,16,2016,october,91
Romania,16,2016,october,39
Russia,16,2016,october,194
Serbia,16,2016,october,6
Sweden,16,2016,october,128
Switzerland,16,2016,october,807
Turkey,16,2016,october,125
Ukraine,16,2016,october,21
Australia,16,2016,october,974
New Zealand,16,2016,october,420
South Africa,16,2016,november,42
Morocco,16,2016,november,10
Tunisia,16,2016,november,4
Costa Rica,16,2016,november,122
Cuba,16,2016,november,7
El Salvador,16,2016,november,52
Guatemala,16,2016,november,69
Honduras,16,2016,november,7
Nicaragua,16,2016,november,3
Panama,16,2016,november,49
Dominican Republic,16,2016,november,3
Canada,16,2016,november,285
United States,16,2016,november,1380
Mexico,16,2016,november,971
Argentina,16,2016,november,17817
Bolivia,16,2016,november,386
Chile,16,2016,november,637
Colombia,16,2016,november,1356
Ecuador,16,2016,november,651
Guyana,16,2016,november,4
Paraguay,16,2016,november,14038
Peru,16,2016,november,1079
Suriname,16,2016,november,3
Uruguay,16,2016,november,853
Venezuela,16,2016,november,105
China,16,2016,november,414
Hong Kong,16,2016,november,65
Cingapura,16,2016,november,55
Philippines,16,2016,november,15
India,16,2016,november,36
Iran,16,2016,november,4
Israel,16,2016,november,333
Japan,16,2016,november,248
Lebanon,16,2016,november,4
Malaysia,16,2016,november,20
Pakistan,16,2016,november,1
South Korea,16,2016,november,863
Thailand,16,2016,november,46
Taiwan,16,2016,november,34
Germany,16,2016,november,3467
Austria,16,2016,november,321
Belgium,16,2016,november,549
Bulgaria,16,2016,november,213
Croatia,16,2016,november,31
Denmark,16,2016,november,285
Slovakia,16,2016,november,84
Slovenia,16,2016,november,67
Spain,16,2016,november,3815
Estonia,16,2016,november,39
Finland,16,2016,november,175
France,16,2016,november,3588
Greece,16,2016,november,29
Netherlands,16,2016,november,977
Hungary,16,2016,november,138
Ireland,16,2016,november,260
Italy,16,2016,november,2121
Latvia,16,2016,november,125
Lithuania,16,2016,november,69
Luxembourg,16,2016,november,34
Norway,16,2016,november,111
Poland,16,2016,november,375
Portugal,16,2016,november,335
United Kingdom,16,2016,november,2522
Czech Republic,16,2016,november,211
Romania,16,2016,november,177
Russia,16,2016,november,264
Serbia,16,2016,november,11
Sweden,16,2016,november,285
Switzerland,16,2016,november,1051
Turkey,16,2016,november,153
Ukraine,16,2016,november,83
Australia,16,2016,november,842
New Zealand,16,2016,november,234
South Africa,16,2016,december,121
Angola,16,2016,december,3
Morocco,16,2016,december,6
Kenya,16,2016,december,1
Tunisia,16,2016,december,8
Costa Rica,16,2016,december,209
Cuba,16,2016,december,8
El Salvador,16,2016,december,7
Guatemala,16,2016,december,76
Haiti,16,2016,december,11
Honduras,16,2016,december,17
Nicaragua,16,2016,december,15
Panama,16,2016,december,11
Dominican Republic,16,2016,december,27
Trinidad and Tobago,16,2016,december,3
Canada,16,2016,december,302
United States,16,2016,december,1592
Mexico,16,2016,december,1248
Argentina,16,2016,december,26499
Bolivia,16,2016,december,665
Chile,16,2016,december,1217
Colombia,16,2016,december,1747
Ecuador,16,2016,december,291
Guyana,16,2016,december,1
Paraguay,16,2016,december,36652
Peru,16,2016,december,604
Suriname,16,2016,december,1
Uruguay,16,2016,december,344
Venezuela,16,2016,december,128
Bangladesh,16,2016,december,1
China,16,2016,december,352
Hong Kong,16,2016,december,98
Cingapura,16,2016,december,70
Philippines,16,2016,december,55
India,16,2016,december,84
Indonesia,16,2016,december,17
Iran,16,2016,december,7
Israel,16,2016,december,1006
Japan,16,2016,december,487
Lebanon,16,2016,december,11
Malaysia,16,2016,december,131
Pakistan,16,2016,december,6
South Korea,16,2016,december,1054
Syria,16,2016,december,1
Thailand,16,2016,december,36
Taiwan,16,2016,december,132
Germany,16,2016,december,2337
Austria,16,2016,december,317
Belgium,16,2016,december,380
Bulgaria,16,2016,december,98
Croatia,16,2016,december,25
Denmark,16,2016,december,247
Slovakia,16,2016,december,44
Slovenia,16,2016,december,18
Spain,16,2016,december,3247
Estonia,16,2016,december,13
Finland,16,2016,december,107
France,16,2016,december,2882
Greece,16,2016,december,44
Netherlands,16,2016,december,674
Hungary,16,2016,december,79
Ireland,16,2016,december,232
Italy,16,2016,december,1884
Latvia,16,2016,december,17
Lithuania,16,2016,december,15
Luxembourg,16,2016,december,14
Norway,16,2016,december,55
Poland,16,2016,december,253
Portugal,16,2016,december,212
United Kingdom,16,2016,december,1725
Czech Republic,16,2016,december,45
Romania,16,2016,december,44
Russia,16,2016,december,334
Serbia,16,2016,december,6
Sweden,16,2016,december,212
Switzerland,16,2016,december,893
Turkey,16,2016,december,90
Ukraine,16,2016,december,131
Australia,16,2016,december,800
New Zealand,16,2016,december,253
France,16,2016,january,2
Netherlands,16,2016,january,4
India,16,2016,february,1
France,16,2016,february,2
Greece,16,2016,february,1
Netherlands,16,2016,february,1
Germany,16,2016,march,4
France,16,2016,march,2
Netherlands,16,2016,march,2
Hungary,16,2016,march,1
Ireland,16,2016,march,1
United Kingdom,16,2016,march,1
Switzerland,16,2016,march,2
Germany,16,2016,may,7
France,16,2016,may,13
United Kingdom,16,2016,may,2
Belgium,16,2016,june,5
Croatia,16,2016,june,3
France,16,2016,june,5
Italy,16,2016,june,1
Sweden,16,2016,june,2
Switzerland,16,2016,june,1
Australia,16,2016,july,2
Greece,16,2016,august,2
Russia,16,2016,august,2
Philippines,16,2016,september,1
Germany,16,2016,september,3
France,16,2016,september,8
Italy,16,2016,october,2
Philippines,16,2016,november,1
Germany,16,2016,november,6
France,16,2016,december,2
Angola,17,2016,january,1
Cape Verde,17,2016,january,31
Egypt,17,2016,january,1
Tunisia,17,2016,january,1
Costa Rica,17,2016,january,12
Cuba,17,2016,january,20
El Salvador,17,2016,january,3
Guatemala,17,2016,january,5
Honduras,17,2016,january,1
Panama,17,2016,january,17
Dominican Republic,17,2016,january,8
Trinidad and Tobago,17,2016,january,1
Canada,17,2016,january,30
United States,17,2016,january,271
Mexico,17,2016,january,31
Argentina,17,2016,january,1009
Bolivia,17,2016,january,10
Chile,17,2016,january,13
Colombia,17,2016,january,27
Ecuador,17,2016,january,10
Paraguay,17,2016,january,14
Peru,17,2016,january,3
Uruguay,17,2016,january,4
Venezuela,17,2016,january,10
Saudi Arabia,17,2016,january,12
China,17,2016,january,3
Cingapura,17,2016,january,1
Philippines,17,2016,january,5
India,17,2016,january,3
Israel,17,2016,january,5
Japan,17,2016,january,7
Lebanon,17,2016,january,3
Malaysia,17,2016,january,1
South Korea,17,2016,january,1
Germany,17,2016,january,509
Austria,17,2016,january,57
Belgium,17,2016,january,39
Bulgaria,17,2016,january,3
Croatia,17,2016,january,5
Denmark,17,2016,january,39
Slovenia,17,2016,january,5
Spain,17,2016,january,211
Estonia,17,2016,january,1
Finland,17,2016,january,16
France,17,2016,january,316
Greece,17,2016,january,9
Netherlands,17,2016,january,69
Hungary,17,2016,january,3
Ireland,17,2016,january,9
Italy,17,2016,january,852
Latvia,17,2016,january,4
Luxembourg,17,2016,january,4
Norway,17,2016,january,17
Poland,17,2016,january,33
Portugal,17,2016,january,876
United Kingdom,17,2016,january,147
Czech Republic,17,2016,january,4
Romania,17,2016,january,5
Russia,17,2016,january,12
Serbia,17,2016,january,7
Sweden,17,2016,january,55
Switzerland,17,2016,january,234
Turkey,17,2016,january,5
Ukraine,17,2016,january,4
Australia,17,2016,january,9
Angola,17,2016,february,4
Cape Verde,17,2016,february,18
Morocco,17,2016,february,1
Tunisia,17,2016,february,1
Costa Rica,17,2016,february,5
Cuba,17,2016,february,20
El Salvador,17,2016,february,1
Guatemala,17,2016,february,7
Haiti,17,2016,february,1
Honduras,17,2016,february,1
Nicaragua,17,2016,february,4
Panama,17,2016,february,29
Dominican Republic,17,2016,february,4
Canada,17,2016,february,33
United States,17,2016,february,279
Mexico,17,2016,february,14
Argentina,17,2016,february,818
Bolivia,17,2016,february,1
Chile,17,2016,february,8
Colombia,17,2016,february,38
Ecuador,17,2016,february,4
Peru,17,2016,february,1
Uruguay,17,2016,february,3
Venezuela,17,2016,february,10
China,17,2016,february,9
Philippines,17,2016,february,1
India,17,2016,february,4
Israel,17,2016,february,3
Japan,17,2016,february,3
South Korea,17,2016,february,3
Thailand,17,2016,february,1
Taiwan,17,2016,february,1
Germany,17,2016,february,512
Austria,17,2016,february,59
Belgium,17,2016,february,39
Croatia,17,2016,february,7
Denmark,17,2016,february,42
Slovakia,17,2016,february,1
Slovenia,17,2016,february,1
Spain,17,2016,february,117
Estonia,17,2016,february,3
Finland,17,2016,february,23
France,17,2016,february,366
Greece,17,2016,february,7
Netherlands,17,2016,february,65
Hungary,17,2016,february,3
Ireland,17,2016,february,14
Italy,17,2016,february,475
Latvia,17,2016,february,1
Lithuania,17,2016,february,1
Luxembourg,17,2016,february,7
Norway,17,2016,february,47
Poland,17,2016,february,33
Portugal,17,2016,february,774
United Kingdom,17,2016,february,117
Czech Republic,17,2016,february,12
Romania,17,2016,february,5
Russia,17,2016,february,10
Serbia,17,2016,february,3
Sweden,17,2016,february,42
Switzerland,17,2016,february,180
Turkey,17,2016,february,1
Ukraine,17,2016,february,3
Australia,17,2016,february,1
Cape Verde,17,2016,march,30
Morocco,17,2016,march,1
Costa Rica,17,2016,march,16
Cuba,17,2016,march,10
El Salvador,17,2016,march,3
Guatemala,17,2016,march,3
Honduras,17,2016,march,8
Panama,17,2016,march,10
Dominican Republic,17,2016,march,3
Trinidad and Tobago,17,2016,march,1
Canada,17,2016,march,18
United States,17,2016,march,217
Mexico,17,2016,march,29
Argentina,17,2016,march,930
Chile,17,2016,march,10
Colombia,17,2016,march,43
Ecuador,17,2016,march,8
Paraguay,17,2016,march,3
Peru,17,2016,march,5
Uruguay,17,2016,march,290
Venezuela,17,2016,march,10
India,17,2016,march,4
Israel,17,2016,march,4
Japan,17,2016,march,21
South Korea,17,2016,march,3
Germany,17,2016,march,569
Austria,17,2016,march,30
Belgium,17,2016,march,25
Croatia,17,2016,march,4
Denmark,17,2016,march,36
Slovenia,17,2016,march,1
Spain,17,2016,march,113
Estonia,17,2016,march,1
Finland,17,2016,march,5
France,17,2016,march,156
Greece,17,2016,march,4
Netherlands,17,2016,march,49
Hungary,17,2016,march,1
Ireland,17,2016,march,14
Italy,17,2016,march,267
Lithuania,17,2016,march,5
Luxembourg,17,2016,march,1
Norway,17,2016,march,31
Poland,17,2016,march,12
Portugal,17,2016,march,1543
United Kingdom,17,2016,march,98
Czech Republic,17,2016,march,7
Romania,17,2016,march,4
Russia,17,2016,march,7
Serbia,17,2016,march,10
Sweden,17,2016,march,4
Switzerland,17,2016,march,139
Turkey,17,2016,march,3
Ukraine,17,2016,march,8
Australia,17,2016,march,1
South Africa,17,2016,april,1
Cape Verde,17,2016,april,23
Mozambique,17,2016,april,1
Nigeria,17,2016,april,4
Tunisia,17,2016,april,3
Costa Rica,17,2016,april,8
Cuba,17,2016,april,10
El Salvador,17,2016,april,1
Guatemala,17,2016,april,4
Panama,17,2016,april,16
Canada,17,2016,april,29
United States,17,2016,april,177
Mexico,17,2016,april,52
Argentina,17,2016,april,1362
Bolivia,17,2016,april,10
Chile,17,2016,april,16
Colombia,17,2016,april,18
Ecuador,17,2016,april,3
Paraguay,17,2016,april,1
Peru,17,2016,april,4
Uruguay,17,2016,april,9
Venezuela,17,2016,april,10
China,17,2016,april,1
Philippines,17,2016,april,5
Israel,17,2016,april,5
Japan,17,2016,april,4
Malaysia,17,2016,april,1
Germany,17,2016,april,224
Austria,17,2016,april,12
Belgium,17,2016,april,13
Bulgaria,17,2016,april,1
Croatia,17,2016,april,3
Denmark,17,2016,april,26
Spain,17,2016,april,78
Finland,17,2016,april,12
France,17,2016,april,134
Greece,17,2016,april,4
Netherlands,17,2016,april,49
Ireland,17,2016,april,5
Italy,17,2016,april,206
Lithuania,17,2016,april,3
Norway,17,2016,april,14
Poland,17,2016,april,9
Portugal,17,2016,april,558
United Kingdom,17,2016,april,66
Czech Republic,17,2016,april,3
Romania,17,2016,april,3
Russia,17,2016,april,8
Serbia,17,2016,april,1
Sweden,17,2016,april,14
Switzerland,17,2016,april,83
Turkey,17,2016,april,3
Australia,17,2016,april,1
Angola,17,2016,may,1
Cape Verde,17,2016,may,57
Morocco,17,2016,may,4
Nigeria,17,2016,may,7
Tunisia,17,2016,may,1
Costa Rica,17,2016,may,8
Cuba,17,2016,may,10
Guatemala,17,2016,may,3
Honduras,17,2016,may,1
Nicaragua,17,2016,may,4
Panama,17,2016,may,23
Canada,17,2016,may,3
United States,17,2016,may,42
Mexico,17,2016,may,16
Argentina,17,2016,may,1417
Chile,17,2016,may,22
Colombia,17,2016,may,21
Ecuador,17,2016,may,10
Paraguay,17,2016,may,4
Peru,17,2016,may,8
Uruguay,17,2016,may,4
Venezuela,17,2016,may,8
China,17,2016,may,4
India,17,2016,may,5
Israel,17,2016,may,3
Malaysia,17,2016,may,1
South Korea,17,2016,may,4
Germany,17,2016,may,258
Austria,17,2016,may,16
Belgium,17,2016,may,16
Bulgaria,17,2016,may,4
Croatia,17,2016,may,1
Denmark,17,2016,may,31
Slovakia,17,2016,may,1
Slovenia,17,2016,may,1
Spain,17,2016,may,82
Estonia,17,2016,may,1
Finland,17,2016,may,3
France,17,2016,may,49
Greece,17,2016,may,1
Netherlands,17,2016,may,23
Ireland,17,2016,may,5
Italy,17,2016,may,165
Lithuania,17,2016,may,3
Luxembourg,17,2016,may,1
Norway,17,2016,may,4
Poland,17,2016,may,9
Portugal,17,2016,may,317
United Kingdom,17,2016,may,38
Czech Republic,17,2016,may,4
Romania,17,2016,may,4
Russia,17,2016,may,7
Serbia,17,2016,may,8
Sweden,17,2016,may,4
Switzerland,17,2016,may,48
Turkey,17,2016,may,3
Ukraine,17,2016,may,7
South Africa,17,2016,june,4
Cape Verde,17,2016,june,23
Egypt,17,2016,june,1
Costa Rica,17,2016,june,5
Cuba,17,2016,june,21
Guatemala,17,2016,june,1
Honduras,17,2016,june,1
Panama,17,2016,june,8
Canada,17,2016,june,7
United States,17,2016,june,68
Mexico,17,2016,june,12
Argentina,17,2016,june,970
Bolivia,17,2016,june,10
Chile,17,2016,june,27
Colombia,17,2016,june,17
Ecuador,17,2016,june,3
Paraguay,17,2016,june,8
Peru,17,2016,june,1
Uruguay,17,2016,june,490
Venezuela,17,2016,june,4
India,17,2016,june,1
Israel,17,2016,june,4
Japan,17,2016,june,7
Malaysia,17,2016,june,1
Pakistan,17,2016,june,1
South Korea,17,2016,june,3
Germany,17,2016,june,190
Austria,17,2016,june,9
Belgium,17,2016,june,25
Croatia,17,2016,june,3
Denmark,17,2016,june,16
Slovakia,17,2016,june,4
Slovenia,17,2016,june,1
Spain,17,2016,june,113
Finland,17,2016,june,7
France,17,2016,june,91
Greece,17,2016,june,1
Netherlands,17,2016,june,43
Hungary,17,2016,june,5
Ireland,17,2016,june,9
Italy,17,2016,june,230
Norway,17,2016,june,31
Poland,17,2016,june,9
Portugal,17,2016,june,466
United Kingdom,17,2016,june,42
Czech Republic,17,2016,june,4
Romania,17,2016,june,1
Russia,17,2016,june,8
Sweden,17,2016,june,25
Switzerland,17,2016,june,78
Angola,17,2016,july,4
Cape Verde,17,2016,july,40
Morocco,17,2016,july,1
Mozambique,17,2016,july,1
Costa Rica,17,2016,july,3
Cuba,17,2016,july,17
El Salvador,17,2016,july,1
Panama,17,2016,july,10
United States,17,2016,july,73
Mexico,17,2016,july,12
Argentina,17,2016,july,1438
Bolivia,17,2016,july,1
Chile,17,2016,july,20
Colombia,17,2016,july,18
Ecuador,17,2016,july,12
Paraguay,17,2016,july,5
Peru,17,2016,july,9
Uruguay,17,2016,july,603
Venezuela,17,2016,july,4
Bangladesh,17,2016,july,1
China,17,2016,july,1
Philippines,17,2016,july,1
India,17,2016,july,7
Indonesia,17,2016,july,1
Iran,17,2016,july,1
Israel,17,2016,july,1
Japan,17,2016,july,1
South Korea,17,2016,july,3
Thailand,17,2016,july,1
Germany,17,2016,july,363
Austria,17,2016,july,35
Belgium,17,2016,july,44
Bulgaria,17,2016,july,1
Croatia,17,2016,july,1
Denmark,17,2016,july,25
Slovakia,17,2016,july,4
Slovenia,17,2016,july,1
Spain,17,2016,july,147
Finland,17,2016,july,4
France,17,2016,july,297
Greece,17,2016,july,3
Netherlands,17,2016,july,135
Hungary,17,2016,july,1
Ireland,17,2016,july,10
Italy,17,2016,july,348
Latvia,17,2016,july,3
Luxembourg,17,2016,july,3
Norway,17,2016,july,9
Poland,17,2016,july,9
Portugal,17,2016,july,396
United Kingdom,17,2016,july,78
Czech Republic,17,2016,july,5
Romania,17,2016,july,4
Russia,17,2016,july,1
Serbia,17,2016,july,5
Sweden,17,2016,july,18
Switzerland,17,2016,july,195
Turkey,17,2016,july,3
Ukraine,17,2016,july,3
Australia,17,2016,july,3
Angola,17,2016,august,5
Cape Verde,17,2016,august,51
Nigeria,17,2016,august,1
Tunisia,17,2016,august,1
Costa Rica,17,2016,august,7
Cuba,17,2016,august,13
Panama,17,2016,august,12
Dominican Republic,17,2016,august,1
Canada,17,2016,august,3
United States,17,2016,august,33
Mexico,17,2016,august,8
Argentina,17,2016,august,1189
Chile,17,2016,august,9
Colombia,17,2016,august,12
Ecuador,17,2016,august,1
Paraguay,17,2016,august,3
Uruguay,17,2016,august,697
Venezuela,17,2016,august,10
China,17,2016,august,3
Israel,17,2016,august,3
Japan,17,2016,august,1
South Korea,17,2016,august,1
Germany,17,2016,august,396
Austria,17,2016,august,22
Belgium,17,2016,august,30
Croatia,17,2016,august,1
Denmark,17,2016,august,12
Slovakia,17,2016,august,1
Slovenia,17,2016,august,1
Spain,17,2016,august,164
Finland,17,2016,august,5
France,17,2016,august,238
Greece,17,2016,august,1
Netherlands,17,2016,august,55
Hungary,17,2016,august,3
Ireland,17,2016,august,7
Italy,17,2016,august,494
Lithuania,17,2016,august,1
Luxembourg,17,2016,august,31
Norway,17,2016,august,12
Poland,17,2016,august,9
Portugal,17,2016,august,567
United Kingdom,17,2016,august,60
Czech Republic,17,2016,august,4
Romania,17,2016,august,12
Russia,17,2016,august,4
Serbia,17,2016,august,5
Sweden,17,2016,august,4
Switzerland,17,2016,august,74
Ukraine,17,2016,august,7
Australia,17,2016,august,3
South Africa,17,2016,september,3
Cape Verde,17,2016,september,31
Egypt,17,2016,september,1
Morocco,17,2016,september,1
Costa Rica,17,2016,september,3
Cuba,17,2016,september,25
El Salvador,17,2016,september,1
Guatemala,17,2016,september,1
Honduras,17,2016,september,4
Panama,17,2016,september,7
Canada,17,2016,september,4
United States,17,2016,september,30
Mexico,17,2016,september,7
Argentina,17,2016,september,1447
Bolivia,17,2016,september,3
Chile,17,2016,september,23
Colombia,17,2016,september,31
Ecuador,17,2016,september,3
Paraguay,17,2016,september,1
Peru,17,2016,september,4
Uruguay,17,2016,september,647
Venezuela,17,2016,september,5
India,17,2016,september,1
Israel,17,2016,september,14
Japan,17,2016,september,3
South Korea,17,2016,september,4
Germany,17,2016,september,333
Austria,17,2016,september,21
Belgium,17,2016,september,22
Croatia,17,2016,september,3
Denmark,17,2016,september,9
Spain,17,2016,september,137
Finland,17,2016,september,4
France,17,2016,september,102
Netherlands,17,2016,september,46
Hungary,17,2016,september,4
Ireland,17,2016,september,3
Italy,17,2016,september,217
Lithuania,17,2016,september,3
Luxembourg,17,2016,september,3
Norway,17,2016,september,5
Poland,17,2016,september,12
Portugal,17,2016,september,472
United Kingdom,17,2016,september,78
Czech Republic,17,2016,september,1
Romania,17,2016,september,5
Russia,17,2016,september,10
Serbia,17,2016,september,1
Sweden,17,2016,september,7
Switzerland,17,2016,september,99
Ukraine,17,2016,september,4
South Africa,17,2016,october,1
Cape Verde,17,2016,october,39
Costa Rica,17,2016,october,3
Cuba,17,2016,october,8
El Salvador,17,2016,october,1
Guatemala,17,2016,october,1
Nicaragua,17,2016,october,1
Panama,17,2016,october,10
United States,17,2016,october,29
Mexico,17,2016,october,8
Argentina,17,2016,october,1919
Chile,17,2016,october,31
Colombia,17,2016,october,9
Paraguay,17,2016,october,4
Peru,17,2016,october,3
Uruguay,17,2016,october,688
Venezuela,17,2016,october,5
China,17,2016,october,1
India,17,2016,october,1
South Korea,17,2016,october,1
Thailand,17,2016,october,1
Germany,17,2016,october,436
Austria,17,2016,october,10
Belgium,17,2016,october,29
Bulgaria,17,2016,october,1
Croatia,17,2016,october,3
Denmark,17,2016,october,34
Slovakia,17,2016,october,4
Slovenia,17,2016,october,1
Spain,17,2016,october,100
Finland,17,2016,october,14
France,17,2016,october,198
Netherlands,17,2016,october,49
Ireland,17,2016,october,10
Italy,17,2016,october,302
Latvia,17,2016,october,3
Lithuania,17,2016,october,3
Norway,17,2016,october,16
Poland,17,2016,october,13
Portugal,17,2016,october,556
United Kingdom,17,2016,october,68
Czech Republic,17,2016,october,12
Romania,17,2016,october,1
Russia,17,2016,october,7
Serbia,17,2016,october,1
Sweden,17,2016,october,27
Switzerland,17,2016,october,158
Turkey,17,2016,october,1
Ukraine,17,2016,october,3
Cape Verde,17,2016,november,21
Egypt,17,2016,november,1
Morocco,17,2016,november,1
Costa Rica,17,2016,november,3
Cuba,17,2016,november,7
El Salvador,17,2016,november,1
Guatemala,17,2016,november,1
Honduras,17,2016,november,1
Panama,17,2016,november,20
Canada,17,2016,november,4
United States,17,2016,november,35
Mexico,17,2016,november,8
Argentina,17,2016,november,1337
Bolivia,17,2016,november,8
Chile,17,2016,november,13
Colombia,17,2016,november,22
Ecuador,17,2016,november,8
Guyana,17,2016,november,1
Paraguay,17,2016,november,4
Peru,17,2016,november,14
Suriname,17,2016,november,1
Uruguay,17,2016,november,411
Venezuela,17,2016,november,7
China,17,2016,november,5
Philippines,17,2016,november,1
Israel,17,2016,november,4
South Korea,17,2016,november,1
Thailand,17,2016,november,1
Germany,17,2016,november,565
Austria,17,2016,november,34
Belgium,17,2016,november,31
Bulgaria,17,2016,november,1
Croatia,17,2016,november,4
Denmark,17,2016,november,17
Slovakia,17,2016,november,1
Slovenia,17,2016,november,1
Spain,17,2016,november,135
Finland,17,2016,november,7
France,17,2016,november,126
Greece,17,2016,november,4
Netherlands,17,2016,november,61
Hungary,17,2016,november,7
Ireland,17,2016,november,4
Italy,17,2016,november,379
Latvia,17,2016,november,1
Lithuania,17,2016,november,9
Luxembourg,17,2016,november,4
Norway,17,2016,november,22
Poland,17,2016,november,12
Portugal,17,2016,november,768
United Kingdom,17,2016,november,53
Czech Republic,17,2016,november,3
Romania,17,2016,november,7
Russia,17,2016,november,16
Serbia,17,2016,november,4
Sweden,17,2016,november,25
Switzerland,17,2016,november,137
Turkey,17,2016,november,3
Ukraine,17,2016,november,4
New Zealand,17,2016,november,1
Cape Verde,17,2016,december,13
Morocco,17,2016,december,1
Costa Rica,17,2016,december,1
Cuba,17,2016,december,9
El Salvador,17,2016,december,1
Guatemala,17,2016,december,3
Honduras,17,2016,december,3
Panama,17,2016,december,20
Dominican Republic,17,2016,december,5
Canada,17,2016,december,7
United States,17,2016,december,214
Mexico,17,2016,december,17
Argentina,17,2016,december,1218
Chile,17,2016,december,4
Colombia,17,2016,december,21
Ecuador,17,2016,december,5
Paraguay,17,2016,december,1
Peru,17,2016,december,9
Uruguay,17,2016,december,292
Venezuela,17,2016,december,9
China,17,2016,december,3
India,17,2016,december,1
Indonesia,17,2016,december,3
Israel,17,2016,december,3
Japan,17,2016,december,7
South Korea,17,2016,december,4
Thailand,17,2016,december,1
Taiwan,17,2016,december,1
Germany,17,2016,december,596
Austria,17,2016,december,66
Belgium,17,2016,december,36
Croatia,17,2016,december,3
Denmark,17,2016,december,35
Slovakia,17,2016,december,4
Slovenia,17,2016,december,3
Spain,17,2016,december,145
Estonia,17,2016,december,1
Finland,17,2016,december,14
France,17,2016,december,238
Greece,17,2016,december,4
Netherlands,17,2016,december,95
Hungary,17,2016,december,1
Ireland,17,2016,december,13
Italy,17,2016,december,954
Luxembourg,17,2016,december,1
Norway,17,2016,december,29
Poland,17,2016,december,7
Portugal,17,2016,december,1059
United Kingdom,17,2016,december,128
Czech Republic,17,2016,december,3
Romania,17,2016,december,4
Russia,17,2016,december,5
Sweden,17,2016,december,68
Switzerland,17,2016,december,323
Turkey,17,2016,december,8
Ukraine,17,2016,december,1
Australia,17,2016,december,3
New Zealand,17,2016,december,1
South Africa,17,2016,january,1
Guatemala,17,2016,january,3
Dominican Republic,17,2016,january,1
Canada,17,2016,january,6
United States,17,2016,january,3
Mexico,17,2016,january,1
Argentina,17,2016,january,2
Chile,17,2016,january,1
Peru,17,2016,january,2
Venezuela,17,2016,january,2
China,17,2016,january,1
Cingapura,17,2016,january,2
India,17,2016,january,16
Malaysia,17,2016,january,1
Germany,17,2016,january,291
Austria,17,2016,january,99
Belgium,17,2016,january,38
Bulgaria,17,2016,january,2
Croatia,17,2016,january,2
Denmark,17,2016,january,44
Spain,17,2016,january,137
Finland,17,2016,january,6
France,17,2016,january,659
Netherlands,17,2016,january,6
Ireland,17,2016,january,2
Italy,17,2016,january,267
Lithuania,17,2016,january,2
Luxembourg,17,2016,january,2
Norway,17,2016,january,8
Poland,17,2016,january,2
Portugal,17,2016,january,7
United Kingdom,17,2016,january,721
Czech Republic,17,2016,january,3
Romania,17,2016,january,2
Russia,17,2016,january,4
Serbia,17,2016,january,2
Sweden,17,2016,january,26
Switzerland,17,2016,january,314
Australia,17,2016,january,7
Chile,17,2016,february,1
Philippines,17,2016,february,2
Germany,17,2016,february,4
France,17,2016,february,5
Switzerland,17,2016,february,1
Canada,17,2016,march,2
United States,17,2016,march,5
Argentina,17,2016,march,3
Philippines,17,2016,march,2
India,17,2016,march,1
Germany,17,2016,march,2
Austria,17,2016,march,1
Bulgaria,17,2016,march,1
Croatia,17,2016,march,1
Spain,17,2016,march,3
France,17,2016,march,20
Italy,17,2016,march,1
Poland,17,2016,march,1
Romania,17,2016,march,2
Switzerland,17,2016,march,1
France,17,2016,april,1
United Kingdom,17,2016,april,4
Switzerland,17,2016,april,1
United States,17,2016,may,7
Argentina,17,2016,may,7
Chile,17,2016,may,2
Uruguay,17,2016,may,6
Philippines,17,2016,may,1
Germany,17,2016,may,1
Austria,17,2016,may,2
Spain,17,2016,may,1
France,17,2016,may,12
Greece,17,2016,may,1
Italy,17,2016,may,3
Norway,17,2016,may,1
India,17,2016,june,1
United Kingdom,17,2016,june,1
Australia,17,2016,june,2
Angola,17,2016,july,4
Cape Verde,17,2016,july,2
Mozambique,17,2016,july,1
Chile,17,2016,july,1
Germany,17,2016,july,21
Belgium,17,2016,july,1
France,17,2016,july,1
Ireland,17,2016,july,1
Portugal,17,2016,july,1
South Africa,17,2016,august,2
Canada,17,2016,august,1
India,17,2016,august,1
Slovakia,17,2016,august,1
Poland,17,2016,september,9
United States,17,2016,october,1
China,17,2016,october,1
Philippines,17,2016,october,1
India,17,2016,october,2
Thailand,17,2016,october,2
Germany,17,2016,october,24
Slovakia,17,2016,october,1
Spain,17,2016,october,205
France,17,2016,october,5
Hungary,17,2016,october,1
United Kingdom,17,2016,october,1
Romania,17,2016,october,1
South Africa,17,2016,november,3
Honduras,17,2016,november,1
Nicaragua,17,2016,november,3
Canada,17,2016,november,1
United States,17,2016,november,8
Mexico,17,2016,november,2
Argentina,17,2016,november,1202
Bolivia,17,2016,november,1
Chile,17,2016,november,14
Peru,17,2016,november,2
Uruguay,17,2016,november,36
Venezuela,17,2016,november,1
China,17,2016,november,2
Cingapura,17,2016,november,2
Philippines,17,2016,november,3
Israel,17,2016,november,1
Japan,17,2016,november,1
